PRECIPITACAO TOTAL. HORARIO(mm),RADIACAO GLOBAL(Kj/m²),TEMPERATURA MAXIMA NA HORA ANT. (AUT)(°C),TEMPERATURA MINIMA NA HORA ANT. (AUT)(°C),VENTO. DIRECAO HORARIA (gr)(° (gr)),VENTO. RAJADA MAXIMA(m/s),VENTO. VELOCIDADE HORARIA(m/s),estacao,latitude,longitude,datetime
0.0,-0.8,22.8,22.7,5.0,5.2,3.6,marambaia,-23.05027777,-43.59555555,2019-03-04 06:00:00
0.2,-1.3,22.7,22.4,27.0,5.1,2.7,marambaia,-23.05027777,-43.59555555,2019-03-04 07:00:00
0.0,-1.3,22.4,22.4,35.0,4.7,2.6,marambaia,-23.05027777,-43.59555555,2019-03-04 08:00:00
0.0,5.5,22.8,22.3,17.0,6.7,4.6,marambaia,-23.05027777,-43.59555555,2019-03-04 09:00:00
0.0,173.1,23.4,22.6,28.0,7.6,3.2,marambaia,-23.05027777,-43.59555555,2019-03-04 10:00:00
0.0,507.3,24.4,23.3,20.0,6.5,3.1,marambaia,-23.05027777,-43.59555555,2019-03-04 11:00:00
0.0,1260.5,26.5,24.4,359.0,9.4,5.6,marambaia,-23.05027777,-43.59555555,2019-03-04 12:00:00
0.0,1375.7,27.3,26.3,360.0,8.6,4.7,marambaia,-23.05027777,-43.59555555,2019-03-04 13:00:00
0.0,2393.7,29.0,27.3,168.0,7.5,3.0,marambaia,-23.05027777,-43.59555555,2019-03-04 14:00:00
0.0,2190.1,28.0,27.1,142.0,6.3,4.5,marambaia,-23.05027777,-43.59555555,2019-03-04 15:00:00
0.0,2966.5,28.6,27.4,167.0,6.4,3.8,marambaia,-23.05027777,-43.59555555,2019-03-04 16:00:00
0.0,1742.9,28.9,27.3,156.0,5.3,3.9,marambaia,-23.05027777,-43.59555555,2019-03-04 17:00:00
0.0,1032.0,27.5,27.0,150.0,4.7,3.5,marambaia,-23.05027777,-43.59555555,2019-03-04 18:00:00
0.0,344.1,27.3,26.9,147.0,4.2,1.7,marambaia,-23.05027777,-43.59555555,2019-03-04 19:00:00
0.0,536.6,28.0,26.5,100.0,3.7,2.0,marambaia,-23.05027777,-43.59555555,2019-03-04 20:00:00
0.0,492.0,28.2,26.8,130.0,3.7,2.3,marambaia,-23.05027777,-43.59555555,2019-03-04 21:00:00
0.0,11.8,26.8,25.5,41.0,2.9,2.1,marambaia,-23.05027777,-43.59555555,2019-03-04 22:00:00
0.0,-3.4,26.1,25.2,339.0,4.1,1.8,marambaia,-23.05027777,-43.59555555,2019-03-04 23:00:00
0.0,-3.1,25.8,25.3,330.0,3.2,1.6,marambaia,-23.05027777,-43.59555555,2019-03-05 00:00:00
0.0,-3.2,25.5,24.6,68.0,2.5,1.4,marambaia,-23.05027777,-43.59555555,2019-03-05 01:00:00
0.0,-2.7,25.0,24.4,56.0,2.2,1.1,marambaia,-23.05027777,-43.59555555,2019-03-05 02:00:00
0.0,-3.3,24.5,24.1,45.0,3.2,1.8,marambaia,-23.05027777,-43.59555555,2019-03-05 03:00:00
0.0,-3.1,24.3,24.0,76.0,3.2,1.3,marambaia,-23.05027777,-43.59555555,2019-03-05 04:00:00
0.0,-3.1,24.6,24.0,51.0,2.5,1.6,marambaia,-23.05027777,-43.59555555,2019-03-05 05:00:00
0.0,-3.1,24.4,24.0,24.0,3.6,2.6,marambaia,-23.05027777,-43.59555555,2019-03-05 06:00:00
0.0,-3.4,24.8,24.2,18.0,5.6,2.9,marambaia,-23.05027777,-43.59555555,2019-03-05 07:00:00
0.0,-3.2,24.7,24.1,28.0,4.6,3.0,marambaia,-23.05027777,-43.59555555,2019-03-05 08:00:00
0.0,1.8,24.6,24.3,31.0,4.9,2.8,marambaia,-23.05027777,-43.59555555,2019-03-05 09:00:00
0.0,221.0,25.3,24.3,46.0,4.3,2.3,marambaia,-23.05027777,-43.59555555,2019-03-05 10:00:00
0.0,769.6,26.8,25.3,10.0,5.1,2.5,marambaia,-23.05027777,-43.59555555,2019-03-05 11:00:00
0.0,1719.5,29.1,26.4,354.0,5.4,3.3,marambaia,-23.05027777,-43.59555555,2019-03-05 12:00:00
0.0,1701.0,29.6,28.3,350.0,4.6,2.3,marambaia,-23.05027777,-43.59555555,2019-03-05 13:00:00
0.0,2818.2,29.7,27.9,142.0,5.5,4.7,marambaia,-23.05027777,-43.59555555,2019-03-05 14:00:00
0.0,3390.2,28.6,27.8,147.0,6.0,4.6,marambaia,-23.05027777,-43.59555555,2019-03-05 15:00:00
0.0,3493.7,28.9,28.1,148.0,7.2,6.3,marambaia,-23.05027777,-43.59555555,2019-03-05 16:00:00
0.0,3061.2,28.8,28.0,142.0,8.2,6.6,marambaia,-23.05027777,-43.59555555,2019-03-05 17:00:00
0.0,2145.7,29.5,28.5,140.0,7.9,4.6,marambaia,-23.05027777,-43.59555555,2019-03-05 18:00:00
0.0,1790.5,29.6,28.5,135.0,6.5,4.0,marambaia,-23.05027777,-43.59555555,2019-03-05 19:00:00
0.0,1347.9,29.6,28.2,126.0,5.9,4.2,marambaia,-23.05027777,-43.59555555,2019-03-05 20:00:00
0.0,188.3,28.4,27.5,126.0,5.8,2.5,marambaia,-23.05027777,-43.59555555,2019-03-05 21:00:00
0.0,4.3,27.6,27.1,102.0,5.6,2.7,marambaia,-23.05027777,-43.59555555,2019-03-05 22:00:00
0.0,-3.5,27.1,26.8,60.0,5.8,2.2,marambaia,-23.05027777,-43.59555555,2019-03-05 23:00:00
0.0,-3.5,27.1,26.3,343.0,6.5,1.2,marambaia,-23.05027777,-43.59555555,2019-03-06 00:00:00
0.0,-3.5,26.4,25.2,347.0,2.4,1.7,marambaia,-23.05027777,-43.59555555,2019-03-06 01:00:00
0.0,-3.5,25.4,24.8,58.0,2.8,1.9,marambaia,-23.05027777,-43.59555555,2019-03-06 02:00:00
0.0,-3.4,25.1,24.8,38.0,2.9,1.8,marambaia,-23.05027777,-43.59555555,2019-03-06 03:00:00
0.0,-3.1,25.0,24.6,22.0,2.3,1.4,marambaia,-23.05027777,-43.59555555,2019-03-06 04:00:00
0.0,-3.5,24.6,24.1,23.0,4.0,1.7,marambaia,-23.05027777,-43.59555555,2019-03-06 05:00:00
0.0,-3.5,24.3,23.9,5.0,3.1,2.4,marambaia,-23.05027777,-43.59555555,2019-03-06 06:00:00
0.0,-3.3,24.2,24.0,16.0,3.4,2.1,marambaia,-23.05027777,-43.59555555,2019-03-06 07:00:00
0.0,-3.4,24.2,24.0,46.0,3.2,2.3,marambaia,-23.05027777,-43.59555555,2019-03-06 08:00:00
0.0,0.6,24.3,24.1,23.0,3.7,2.5,marambaia,-23.05027777,-43.59555555,2019-03-06 09:00:00
0.0,311.3,25.7,24.1,33.0,4.6,2.6,marambaia,-23.05027777,-43.59555555,2019-03-06 10:00:00
0.0,1140.8,28.0,25.7,4.0,5.7,3.1,marambaia,-23.05027777,-43.59555555,2019-03-06 11:00:00
0.0,1940.3,29.9,27.9,360.0,5.1,1.2,marambaia,-23.05027777,-43.59555555,2019-03-06 12:00:00
0.0,2651.6,31.0,28.7,177.0,5.0,2.0,marambaia,-23.05027777,-43.59555555,2019-03-06 13:00:00
0.0,2777.5,29.5,28.3,143.0,6.8,5.8,marambaia,-23.05027777,-43.59555555,2019-03-06 14:00:00
0.0,3291.8,30.2,28.3,161.0,6.8,4.3,marambaia,-23.05027777,-43.59555555,2019-03-06 15:00:00
0.0,3274.2,33.0,29.2,146.0,7.4,6.2,marambaia,-23.05027777,-43.59555555,2019-03-06 16:00:00
0.0,2772.5,30.7,29.1,123.0,7.6,5.4,marambaia,-23.05027777,-43.59555555,2019-03-06 17:00:00
0.0,2466.0,30.6,29.4,96.0,10.1,6.1,marambaia,-23.05027777,-43.59555555,2019-03-06 18:00:00
0.6,1416.3,31.0,27.5,72.0,11.7,4.7,marambaia,-23.05027777,-43.59555555,2019-03-06 19:00:00
0.6,941.8,28.3,27.2,99.0,12.6,6.9,marambaia,-23.05027777,-43.59555555,2019-03-06 20:00:00
0.0,416.5,28.2,27.5,90.0,12.5,5.0,marambaia,-23.05027777,-43.59555555,2019-03-06 21:00:00
0.0,7.7,28.6,27.1,33.0,9.3,2.6,marambaia,-23.05027777,-43.59555555,2019-03-06 22:00:00
0.0,-3.5,28.0,27.1,139.0,5.1,1.1,marambaia,-23.05027777,-43.59555555,2019-03-06 23:00:00
0.0,-3.5,27.8,26.3,266.0,2.1,0.8,marambaia,-23.05027777,-43.59555555,2019-03-07 00:00:00
0.0,-3.5,27.2,25.4,323.0,3.0,2.0,marambaia,-23.05027777,-43.59555555,2019-03-07 01:00:00
0.0,-3.5,25.6,24.9,160.0,2.5,1.0,marambaia,-23.05027777,-43.59555555,2019-03-07 02:00:00
0.0,-3.5,26.0,24.6,320.0,2.1,1.7,marambaia,-23.05027777,-43.59555555,2019-03-07 03:00:00
0.0,-3.5,25.1,24.3,33.0,2.3,1.2,marambaia,-23.05027777,-43.59555555,2019-03-07 04:00:00
0.0,-3.5,26.2,24.4,308.0,2.1,0.3,marambaia,-23.05027777,-43.59555555,2019-03-07 05:00:00
0.0,-3.5,26.1,24.2,350.0,2.4,1.7,marambaia,-23.05027777,-43.59555555,2019-03-07 06:00:00
0.0,-3.4,24.1,23.8,350.0,2.4,0.9,marambaia,-23.05027777,-43.59555555,2019-03-07 07:00:00
0.0,-3.4,24.4,23.8,27.0,3.5,2.4,marambaia,-23.05027777,-43.59555555,2019-03-07 08:00:00
0.0,2.3,24.3,24.1,2.0,3.6,2.4,marambaia,-23.05027777,-43.59555555,2019-03-07 09:00:00
0.0,250.1,25.6,24.1,348.0,4.1,2.6,marambaia,-23.05027777,-43.59555555,2019-03-07 10:00:00
0.0,1135.4,28.2,25.6,14.0,6.0,3.5,marambaia,-23.05027777,-43.59555555,2019-03-07 11:00:00
0.0,1949.5,30.7,28.2,9.0,7.0,4.2,marambaia,-23.05027777,-43.59555555,2019-03-07 12:00:00
0.0,2633.8,33.2,30.5,14.0,9.5,4.2,marambaia,-23.05027777,-43.59555555,2019-03-07 13:00:00
0.0,3119.9,34.5,32.7,3.0,9.3,4.7,marambaia,-23.05027777,-43.59555555,2019-03-07 14:00:00
0.0,3386.6,35.3,34.0,342.0,9.6,4.6,marambaia,-23.05027777,-43.59555555,2019-03-07 15:00:00
0.0,3420.6,36.0,35.0,349.0,10.0,4.0,marambaia,-23.05027777,-43.59555555,2019-03-07 16:00:00
0.0,3179.7,36.5,31.4,103.0,8.6,4.6,marambaia,-23.05027777,-43.59555555,2019-03-07 17:00:00
0.0,2708.5,33.8,32.2,90.0,9.4,5.8,marambaia,-23.05027777,-43.59555555,2019-03-07 18:00:00
0.0,2054.1,32.6,31.6,91.0,10.7,5.0,marambaia,-23.05027777,-43.59555555,2019-03-07 19:00:00
0.0,1239.9,31.6,30.6,97.0,10.9,6.2,marambaia,-23.05027777,-43.59555555,2019-03-07 20:00:00
0.0,404.1,30.6,28.8,91.0,11.2,5.5,marambaia,-23.05027777,-43.59555555,2019-03-07 21:00:00
0.0,2.2,28.8,28.2,54.0,10.6,3.6,marambaia,-23.05027777,-43.59555555,2019-03-07 22:00:00
0.0,-3.5,29.0,28.3,73.0,7.8,4.1,marambaia,-23.05027777,-43.59555555,2019-03-07 23:00:00
0.0,-3.5,29.0,27.7,168.0,6.8,0.7,marambaia,-23.05027777,-43.59555555,2019-03-08 00:00:00
0.0,-3.5,27.8,26.7,316.0,2.4,1.4,marambaia,-23.05027777,-43.59555555,2019-03-08 01:00:00
0.0,-3.5,27.6,26.7,10.0,5.7,1.1,marambaia,-23.05027777,-43.59555555,2019-03-08 02:00:00
0.0,-3.5,26.7,26.2,315.0,3.1,2.0,marambaia,-23.05027777,-43.59555555,2019-03-08 03:00:00
0.0,-3.5,26.6,25.5,6.0,3.7,1.7,marambaia,-23.05027777,-43.59555555,2019-03-08 04:00:00
0.0,-3.5,25.9,25.0,2.0,2.3,1.8,marambaia,-23.05027777,-43.59555555,2019-03-08 05:00:00
0.0,-3.4,25.1,24.9,39.0,3.7,1.8,marambaia,-23.05027777,-43.59555555,2019-03-08 06:00:00
0.0,-3.5,25.0,24.7,15.0,4.7,3.1,marambaia,-23.05027777,-43.59555555,2019-03-08 07:00:00
0.0,-3.5,25.3,24.7,12.0,5.2,3.5,marambaia,-23.05027777,-43.59555555,2019-03-08 08:00:00
0.0,1.0,25.3,24.6,34.0,5.0,2.3,marambaia,-23.05027777,-43.59555555,2019-03-08 09:00:00
0.0,314.2,26.8,24.5,3.0,5.0,3.5,marambaia,-23.05027777,-43.59555555,2019-03-08 10:00:00
0.0,1141.7,28.8,26.8,24.0,6.9,3.4,marambaia,-23.05027777,-43.59555555,2019-03-08 11:00:00
0.0,1960.2,30.9,28.8,2.0,11.6,6.6,marambaia,-23.05027777,-43.59555555,2019-03-08 12:00:00
0.0,2651.8,32.9,30.8,2.0,13.5,6.4,marambaia,-23.05027777,-43.59555555,2019-03-08 13:00:00
0.0,3142.4,34.8,32.8,5.0,10.7,5.0,marambaia,-23.05027777,-43.59555555,2019-03-08 14:00:00
0.0,3379.6,35.6,34.3,352.0,10.0,5.0,marambaia,-23.05027777,-43.59555555,2019-03-08 15:00:00
0.0,3382.6,36.7,34.4,119.0,8.5,2.4,marambaia,-23.05027777,-43.59555555,2019-03-08 16:00:00
0.0,3145.0,34.9,31.0,145.0,6.1,3.8,marambaia,-23.05027777,-43.59555555,2019-03-08 17:00:00
0.0,2669.7,33.9,31.4,92.0,5.7,3.2,marambaia,-23.05027777,-43.59555555,2019-03-08 18:00:00
0.0,2007.2,33.9,32.6,101.0,8.0,3.8,marambaia,-23.05027777,-43.59555555,2019-03-08 19:00:00
0.0,1239.5,33.3,31.8,90.0,8.3,4.3,marambaia,-23.05027777,-43.59555555,2019-03-08 20:00:00
0.0,418.9,31.8,30.2,81.0,8.7,3.5,marambaia,-23.05027777,-43.59555555,2019-03-08 21:00:00
0.0,4.1,30.2,29.3,79.0,6.7,3.6,marambaia,-23.05027777,-43.59555555,2019-03-08 22:00:00
0.0,-3.5,29.7,28.7,86.0,6.7,3.3,marambaia,-23.05027777,-43.59555555,2019-03-08 23:00:00
0.0,-3.5,29.5,28.5,160.0,4.9,1.5,marambaia,-23.05027777,-43.59555555,2019-03-09 00:00:00
0.0,-3.5,28.7,26.8,18.0,4.2,3.1,marambaia,-23.05027777,-43.59555555,2019-03-09 01:00:00
0.0,-3.5,26.9,26.1,308.0,4.3,1.2,marambaia,-23.05027777,-43.59555555,2019-03-09 02:00:00
0.0,-3.5,26.4,25.5,348.0,2.0,1.4,marambaia,-23.05027777,-43.59555555,2019-03-09 03:00:00
0.0,-3.5,25.7,25.3,20.0,4.4,3.0,marambaia,-23.05027777,-43.59555555,2019-03-09 04:00:00
0.0,-3.5,25.5,25.0,27.0,4.7,2.0,marambaia,-23.05027777,-43.59555555,2019-03-09 05:00:00
0.0,-3.5,25.3,24.9,27.0,2.8,2.0,marambaia,-23.05027777,-43.59555555,2019-03-09 06:00:00
0.0,-3.5,25.0,24.8,31.0,3.0,2.2,marambaia,-23.05027777,-43.59555555,2019-03-09 07:00:00
0.0,-3.5,25.2,24.8,38.0,3.2,2.2,marambaia,-23.05027777,-43.59555555,2019-03-09 08:00:00
0.0,0.3,25.3,24.4,349.0,3.2,1.5,marambaia,-23.05027777,-43.59555555,2019-03-09 09:00:00
0.0,306.9,27.2,24.4,26.0,4.3,2.5,marambaia,-23.05027777,-43.59555555,2019-03-09 10:00:00
0.0,1127.2,29.9,27.2,3.0,5.8,2.5,marambaia,-23.05027777,-43.59555555,2019-03-09 11:00:00
0.0,1935.4,31.7,29.8,13.0,5.8,3.0,marambaia,-23.05027777,-43.59555555,2019-03-09 12:00:00
0.0,2637.5,33.3,31.4,13.0,8.1,4.2,marambaia,-23.05027777,-43.59555555,2019-03-09 13:00:00
0.0,3137.3,35.2,33.1,337.0,8.8,3.1,marambaia,-23.05027777,-43.59555555,2019-03-09 14:00:00
0.0,3403.3,35.5,30.5,166.0,6.2,4.1,marambaia,-23.05027777,-43.59555555,2019-03-09 15:00:00
0.0,3428.1,32.0,30.2,157.0,9.1,7.2,marambaia,-23.05027777,-43.59555555,2019-03-09 16:00:00
0.0,3182.2,30.4,29.5,147.0,9.1,6.6,marambaia,-23.05027777,-43.59555555,2019-03-09 17:00:00
0.0,2718.0,31.2,29.6,142.0,8.4,5.3,marambaia,-23.05027777,-43.59555555,2019-03-09 18:00:00
0.0,2058.1,32.7,31.0,94.0,7.9,3.0,marambaia,-23.05027777,-43.59555555,2019-03-09 19:00:00
0.0,1248.1,32.5,31.0,104.0,5.6,2.7,marambaia,-23.05027777,-43.59555555,2019-03-09 20:00:00
0.0,392.9,31.2,29.0,130.0,6.5,4.7,marambaia,-23.05027777,-43.59555555,2019-03-09 21:00:00
0.0,0.9,29.0,28.0,91.0,7.1,4.5,marambaia,-23.05027777,-43.59555555,2019-03-09 22:00:00
0.0,-3.5,28.3,27.3,17.0,7.7,1.2,marambaia,-23.05027777,-43.59555555,2019-03-09 23:00:00
0.0,-3.5,28.0,26.6,310.0,2.6,1.8,marambaia,-23.05027777,-43.59555555,2019-03-10 00:00:00
0.0,-3.5,27.8,26.4,251.0,2.6,1.0,marambaia,-23.05027777,-43.59555555,2019-03-10 01:00:00
0.0,-3.5,26.6,25.2,34.0,3.2,2.2,marambaia,-23.05027777,-43.59555555,2019-03-10 02:00:00
0.0,-3.5,25.8,25.1,301.0,2.7,1.7,marambaia,-23.05027777,-43.59555555,2019-03-10 03:00:00
0.0,-3.5,26.6,24.8,7.0,2.3,1.5,marambaia,-23.05027777,-43.59555555,2019-03-10 04:00:00
0.0,-3.5,24.8,24.4,9.0,3.7,2.2,marambaia,-23.05027777,-43.59555555,2019-03-10 05:00:00
0.0,-3.5,24.6,24.3,350.0,3.5,1.4,marambaia,-23.05027777,-43.59555555,2019-03-10 06:00:00
0.0,-3.2,24.9,24.6,17.0,2.2,1.4,marambaia,-23.05027777,-43.59555555,2019-03-10 07:00:00
0.0,-2.7,24.8,24.5,337.0,2.5,1.8,marambaia,-23.05027777,-43.59555555,2019-03-10 08:00:00
0.0,1.9,25.3,24.8,351.0,2.5,1.7,marambaia,-23.05027777,-43.59555555,2019-03-10 09:00:00
0.0,110.2,26.2,25.2,10.0,3.7,1.9,marambaia,-23.05027777,-43.59555555,2019-03-10 10:00:00
0.0,643.7,28.8,26.2,353.0,3.8,2.0,marambaia,-23.05027777,-43.59555555,2019-03-10 11:00:00
0.0,1264.7,29.8,28.5,264.0,4.3,2.2,marambaia,-23.05027777,-43.59555555,2019-03-10 12:00:00
0.0,2387.5,30.1,29.0,226.0,4.3,2.6,marambaia,-23.05027777,-43.59555555,2019-03-10 13:00:00
0.0,2240.1,30.0,28.6,239.0,6.4,5.1,marambaia,-23.05027777,-43.59555555,2019-03-10 14:00:00
0.0,2230.0,29.3,28.3,216.0,9.6,7.2,marambaia,-23.05027777,-43.59555555,2019-03-10 15:00:00
0.0,2385.3,29.2,28.3,213.0,11.1,9.1,marambaia,-23.05027777,-43.59555555,2019-03-10 16:00:00
0.0,2946.3,29.0,28.3,207.0,11.3,8.9,marambaia,-23.05027777,-43.59555555,2019-03-10 17:00:00
0.0,1849.0,28.9,28.2,213.0,11.1,9.0,marambaia,-23.05027777,-43.59555555,2019-03-10 18:00:00
0.0,1338.2,28.7,28.0,213.0,11.4,8.8,marambaia,-23.05027777,-43.59555555,2019-03-10 19:00:00
0.0,498.6,28.2,27.9,220.0,10.7,6.9,marambaia,-23.05027777,-43.59555555,2019-03-10 20:00:00
0.0,135.3,28.0,27.7,222.0,9.9,7.1,marambaia,-23.05027777,-43.59555555,2019-03-10 21:00:00
0.0,0.2,27.9,27.2,238.0,11.6,8.6,marambaia,-23.05027777,-43.59555555,2019-03-10 22:00:00
0.0,-2.0,27.4,26.3,268.0,12.4,5.9,marambaia,-23.05027777,-43.59555555,2019-03-10 23:00:00
0.0,-2.7,26.4,25.1,300.0,9.7,2.1,marambaia,-23.05027777,-43.59555555,2019-03-11 00:00:00
0.0,-3.5,25.5,25.2,304.0,5.4,2.7,marambaia,-23.05027777,-43.59555555,2019-03-11 01:00:00
0.0,-3.5,25.4,25.0,314.0,4.5,1.4,marambaia,-23.05027777,-43.59555555,2019-03-11 02:00:00
0.0,-3.0,27.0,25.3,286.0,8.4,3.9,marambaia,-23.05027777,-43.59555555,2019-03-11 03:00:00
0.0,-2.1,27.1,26.4,251.0,10.6,8.2,marambaia,-23.05027777,-43.59555555,2019-03-11 04:00:00
0.0,-3.3,26.8,25.9,250.0,10.6,6.8,marambaia,-23.05027777,-43.59555555,2019-03-11 05:00:00
0.2,-2.6,27.0,26.2,213.0,9.0,6.6,marambaia,-23.05027777,-43.59555555,2019-03-11 06:00:00
0.2,-2.7,27.1,25.9,194.0,9.5,6.4,marambaia,-23.05027777,-43.59555555,2019-03-11 07:00:00
0.0,0.5,26.9,26.6,183.0,8.7,6.6,marambaia,-23.05027777,-43.59555555,2019-03-11 08:00:00
0.0,1.2,26.9,26.7,187.0,8.0,5.0,marambaia,-23.05027777,-43.59555555,2019-03-11 09:00:00
0.0,43.8,26.9,25.2,178.0,6.4,4.5,marambaia,-23.05027777,-43.59555555,2019-03-11 10:00:00
0.0,288.6,27.0,26.7,206.0,5.9,5.0,marambaia,-23.05027777,-43.59555555,2019-03-11 11:00:00
0.0,811.7,27.7,26.8,225.0,6.3,4.4,marambaia,-23.05027777,-43.59555555,2019-03-11 12:00:00
0.0,1892.2,28.2,27.4,223.0,5.7,4.2,marambaia,-23.05027777,-43.59555555,2019-03-11 13:00:00
0.0,1896.1,28.3,27.4,232.0,7.3,5.8,marambaia,-23.05027777,-43.59555555,2019-03-11 14:00:00
0.0,2780.5,28.2,27.2,232.0,7.7,6.4,marambaia,-23.05027777,-43.59555555,2019-03-11 15:00:00
0.0,2091.4,28.2,27.1,242.0,8.4,6.5,marambaia,-23.05027777,-43.59555555,2019-03-11 16:00:00
0.0,2347.0,27.8,27.2,237.0,7.9,6.5,marambaia,-23.05027777,-43.59555555,2019-03-11 17:00:00
0.0,2026.8,28.2,27.3,224.0,8.9,7.5,marambaia,-23.05027777,-43.59555555,2019-03-11 18:00:00
0.0,1893.4,28.1,27.2,221.0,9.7,7.8,marambaia,-23.05027777,-43.59555555,2019-03-11 19:00:00
0.0,1309.6,27.8,26.6,196.0,9.3,5.3,marambaia,-23.05027777,-43.59555555,2019-03-11 20:00:00
0.0,194.4,26.9,26.2,193.0,6.6,4.1,marambaia,-23.05027777,-43.59555555,2019-03-11 21:00:00
0.0,1.0,26.7,26.3,207.0,5.1,1.8,marambaia,-23.05027777,-43.59555555,2019-03-11 22:00:00
0.0,-2.8,26.8,26.4,211.0,4.5,2.1,marambaia,-23.05027777,-43.59555555,2019-03-11 23:00:00
0.0,-3.0,26.8,26.2,162.0,6.3,5.2,marambaia,-23.05027777,-43.59555555,2019-03-12 00:00:00
0.0,-3.0,26.4,25.9,110.0,6.8,2.7,marambaia,-23.05027777,-43.59555555,2019-03-12 01:00:00
0.2,-3.5,25.9,25.4,357.0,4.9,1.8,marambaia,-23.05027777,-43.59555555,2019-03-12 02:00:00
2.6,-2.7,25.4,24.6,291.0,3.8,2.3,marambaia,-23.05027777,-43.59555555,2019-03-12 03:00:00
2.4,-1.7,24.6,24.4,352.0,3.9,2.0,marambaia,-23.05027777,-43.59555555,2019-03-12 04:00:00
0.2,-1.1,24.7,24.3,306.0,4.4,2.6,marambaia,-23.05027777,-43.59555555,2019-03-12 05:00:00
0.8,-0.2,24.8,23.4,304.0,11.2,3.0,marambaia,-23.05027777,-43.59555555,2019-03-12 06:00:00
0.0,0.3,24.0,23.3,32.0,6.2,2.2,marambaia,-23.05027777,-43.59555555,2019-03-12 07:00:00
0.0,-2.1,23.3,22.8,29.0,4.8,2.4,marambaia,-23.05027777,-43.59555555,2019-03-12 08:00:00
0.0,-0.8,23.1,22.8,14.0,3.4,2.3,marambaia,-23.05027777,-43.59555555,2019-03-12 09:00:00
0.0,161.5,23.6,23.1,356.0,4.7,3.1,marambaia,-23.05027777,-43.59555555,2019-03-12 10:00:00
0.0,568.8,24.9,23.6,8.0,5.5,2.5,marambaia,-23.05027777,-43.59555555,2019-03-12 11:00:00
0.0,1399.4,27.6,24.8,11.0,4.0,2.1,marambaia,-23.05027777,-43.59555555,2019-03-12 12:00:00
0.0,2086.7,28.2,27.2,218.0,4.4,3.3,marambaia,-23.05027777,-43.59555555,2019-03-12 13:00:00
0.0,1681.8,27.6,27.0,212.0,4.6,3.5,marambaia,-23.05027777,-43.59555555,2019-03-12 14:00:00
0.0,1451.7,27.4,26.8,240.0,5.0,3.1,marambaia,-23.05027777,-43.59555555,2019-03-12 15:00:00
0.0,3035.7,28.5,27.0,226.0,4.9,3.1,marambaia,-23.05027777,-43.59555555,2019-03-12 16:00:00
0.0,2267.4,28.7,27.3,221.0,4.4,2.8,marambaia,-23.05027777,-43.59555555,2019-03-12 17:00:00
0.0,2879.4,28.8,27.8,202.0,4.8,3.8,marambaia,-23.05027777,-43.59555555,2019-03-12 18:00:00
0.0,2020.7,28.0,27.5,181.0,5.1,4.6,marambaia,-23.05027777,-43.59555555,2019-03-12 19:00:00
0.0,1184.3,28.3,27.2,176.0,5.1,4.3,marambaia,-23.05027777,-43.59555555,2019-03-12 20:00:00
0.0,386.6,27.4,26.8,179.0,5.3,4.6,marambaia,-23.05027777,-43.59555555,2019-03-12 21:00:00
0.0,1.0,26.8,26.5,156.0,5.5,2.7,marambaia,-23.05027777,-43.59555555,2019-03-12 22:00:00
0.0,-3.3,26.8,26.1,95.0,3.7,1.5,marambaia,-23.05027777,-43.59555555,2019-03-12 23:00:00
0.0,-3.5,26.1,25.7,98.0,4.7,2.5,marambaia,-23.05027777,-43.59555555,2019-03-13 00:00:00
0.0,-3.5,26.0,25.5,49.0,4.6,1.5,marambaia,-23.05027777,-43.59555555,2019-03-13 01:00:00
0.0,-3.5,25.8,25.3,17.0,2.3,0.8,marambaia,-23.05027777,-43.59555555,2019-03-13 02:00:00
0.0,-3.5,25.7,25.0,52.0,2.4,1.7,marambaia,-23.05027777,-43.59555555,2019-03-13 03:00:00
0.0,-3.5,25.0,24.6,11.0,2.2,1.6,marambaia,-23.05027777,-43.59555555,2019-03-13 04:00:00
0.0,-3.5,24.7,24.4,30.0,2.9,2.1,marambaia,-23.05027777,-43.59555555,2019-03-13 05:00:00
0.0,-3.4,24.6,24.3,29.0,4.0,2.7,marambaia,-23.05027777,-43.59555555,2019-03-13 06:00:00
0.0,-3.5,24.5,24.3,350.0,3.6,1.7,marambaia,-23.05027777,-43.59555555,2019-03-13 07:00:00
0.0,-3.5,24.6,24.3,35.0,4.3,2.8,marambaia,-23.05027777,-43.59555555,2019-03-13 08:00:00
0.0,0.6,24.8,24.3,25.0,4.6,2.8,marambaia,-23.05027777,-43.59555555,2019-03-13 09:00:00
0.0,133.8,25.0,24.5,34.0,3.5,2.1,marambaia,-23.05027777,-43.59555555,2019-03-13 10:00:00
0.0,825.9,27.4,24.9,29.0,4.5,3.1,marambaia,-23.05027777,-43.59555555,2019-03-13 11:00:00
0.0,1434.4,29.0,27.4,6.0,6.0,3.8,marambaia,-23.05027777,-43.59555555,2019-03-13 12:00:00
0.0,2437.2,31.6,28.6,11.0,7.2,3.6,marambaia,-23.05027777,-43.59555555,2019-03-13 13:00:00
0.0,3042.9,33.6,31.4,354.0,8.3,3.8,marambaia,-23.05027777,-43.59555555,2019-03-13 14:00:00
0.0,3271.8,35.1,33.2,342.0,8.3,3.7,marambaia,-23.05027777,-43.59555555,2019-03-13 15:00:00
0.0,3311.3,35.5,31.5,179.0,8.0,2.2,marambaia,-23.05027777,-43.59555555,2019-03-13 16:00:00
